blockSize_bytes,cacheSize_bytes,ramSize_bytes,placementPolicy,replacementPolicy,program,hits,misses,hitRatio,filename
8,256,960,4-way_set_associative,MRU,matMul,463,967,0.323776,results/2022-07-06T1607/matMul/data/MRU_A4_B1_C32_1657116437882.csv
